ID,Word,Lemma,Pos,(Extra),Features,HeadPosition,Relation,_,EverythingElse
863,гримерной,гримерная,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,862,obl,_,@iev1963m-words#@iev1963m#370.708#370.91
864,пожалуйста,пожалуйста,ADV,_,Degree=Pos,869,parataxis,_,@iev1963m-words#@iev1963m#371.14#371.215
865,/,/,PUNCT,_,_,865,punct,_,@iev1963m-words#@iev1963m#371.215#371.29
866,у,у,ADP,_,_,868,case,_,@iev1963m-words#@iev1963m#371.29#371.365
867,тебя,ты,PRON,_,Case=Gen|Number=Sing|Person=2,869,obl,_,@iev1963m-words#@iev1963m#371.365#371.44
868,есть,быть,AUX,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,862,conj,_,@iev1963m-words#@iev1963m#371.44#371.515
869,гримерная,гримерная,NOUN,_,Case=Nom|Degree=Pos|Gender=Fem|Number=Sing,873,nsubj,_,@iev1963m-words#@iev1963m#371.515#371.59
870,у,у,ADP,_,_,872,case,_,@iev1963m-words#@iev1963m#371.62#372.005
871,тебя,ты,PRON,_,Case=Gen|Number=Sing|Person=2,870,nmod,_,@iev1963m-words#@iev1963m#372.005#372.39
872,есть,быть,AUX,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,869,csubj,_,@iev1963m-words#@iev1963m#372.39#372.775
873,в,в,ADP,_,_,875,case,_,@iev1963m-words#@iev1963m#372.775#373.16
874,театре,театр,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,873,obl,_,@iev1963m-words#@iev1963m#373.16#373.545
875,моя,мой,DET,_,Case=Nom|Gender=Fem|Number=Sing,877,det,_,@iev1963m-words#@iev1963m#373.545#373.93
876,гримерная,гримерная,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,878,nsubj,_,@iev1963m-words#@iev1963m#373.93#374.32
877,вернемся,вернуться,VERB,_,Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Mid,873,conj,_,@iev1963m-words#@iev1963m#412.0#412.272
878,к,к,ADP,_,_,881,case,_,@iev1963m-words#@iev1963m#412.272#412.544
879,моему,мой,DET,_,Case=Dat|Gender=Masc|Number=Sing,881,det,_,@iev1963m-words#@iev1963m#412.544#412.816
880,вопросу,вопрос,NOUN,_,Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing,878,obl,_,@iev1963m-words#@iev1963m#412.816#413.088
881,/,/,PUNCT,_,_,885,punct,_,@iev1963m-words#@iev1963m#413.088#413.36
882,который,который,PRON,_,Case=Acc,885,obj,_,@iev1963m-words#@iev1963m#413.36#413.632
883,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,885,nsubj,_,@iev1963m-words#@iev1963m#413.632#413.904
884,задал,задать,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,881,acl:relcl,_,@iev1963m-words#@iev1963m#413.904#414.176
885,несколько,несколько,NUM,_,Animacy=Inan|Case=Acc,887,nummod:gov,_,@iev1963m-words#@iev1963m#414.176#414.448
886,минут,минута,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur,885,obl,_,@iev1963m-words#@iev1963m#414.448#414.72
887,назад,назад,ADV,_,Degree=Pos,887,advmod,_,@iev1963m-words#@iev1963m#414.72#415.0
888,а,а,CCONJ,_,_,911,parataxis,_,@iev1963m-words#@iev1963m#415.02#415.42
889,именно,именно,ADV,_,Degree=Pos,889,fixed,_,@iev1963m-words#@iev1963m#415.42#415.82
890,/,/,PUNCT,_,_,895,punct,_,@iev1963m-words#@iev1963m#415.82#416.22
891,если,если,SCONJ,_,_,895,mark,_,@iev1963m-words#@iev1963m#416.22#416.62
892,бы,бы,AUX,_,_,889,fixed,_,@iev1963m-words#@iev1963m#416.62#417.02
893,не,не,PART,_,_,895,advmod,_,@iev1963m-words#@iev1963m#417.02#417.42
894,фантазия,фантазия,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,911,nsubj,_,@iev1963m-words#@iev1963m#417.42#417.82
895,Шапира,Шапир,PROPN,_,Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing,895,obl,_,@iev1963m-words#@iev1963m#417.82#418.22
896,если,если,SCONJ,_,_,899,mark,_,@iev1963m-words#@iev1963m#418.89#419.117
897,бы,бы,AUX,_,_,899,aux,_,@iev1963m-words#@iev1963m#419.117#419.344
898,нет,нет,PART,_,_,911,advcl,_,@iev1963m-words#@iev1963m#419.344#419.571
899,вот,вот,PART,_,_,901,advmod,_,@iev1963m-words#@iev1963m#419.571#419.798
900,эта,этот,DET,_,Case=Nom|Gender=Fem|Number=Sing,902,det,_,@iev1963m-words#@iev1963m#419.798#420.025
901,идея,идея,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,911,nsubj,_,@iev1963m-words#@iev1963m#420.025#420.252
902,/,/,PUNCT,_,_,905,punct,_,@iev1963m-words#@iev1963m#420.252#420.479
903,которую,который,PRON,_,Case=Acc,905,obj,_,@iev1963m-words#@iev1963m#420.479#420.706
904,поддержал,поддержать,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,911,xcomp,_,@iev1963m-words#@iev1963m#420.706#420.933
905,Олег,Олег,PROPN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing,911,nsubj,_,@iev1963m-words#@iev1963m#420.933#421.16
906,Палыч,Палыч,PROPN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing,906,flat:name,_,@iev1963m-words#@iev1963m#421.16#421.39
907,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,911,nsubj,_,@iev1963m-words#@iev1963m#422.0#422.166
908,бы,бы,AUX,_,_,911,aux,_,@iev1963m-words#@iev1963m#422.166#422.332
909,не,не,PART,_,_,911,advmod,_,@iev1963m-words#@iev1963m#422.332#422.498
910,оказалась,оказаться,VERB,_,Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid,885,conj,_,@iev1963m-words#@iev1963m#422.498#422.664
911,в,в,ADP,_,_,913,case,_,@iev1963m-words#@iev1963m#422.664#422.83
912,театре,театр,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,911,obl,_,@iev1963m-words#@iev1963m#422.83#423.0
913,у,у,ADP,_,_,915,case,_,@iev1963m-words#@iev1963m#423.3#423.571
914,тебя,ты,PRON,_,Case=Gen|Number=Sing|Person=2,911,obl,_,@iev1963m-words#@iev1963m#423.571#423.842
915,такой,такой,DET,_,Case=Gen|Gender=Fem|Number=Sing,918,det,_,@iev1963m-words#@iev1963m#423.842#424.113
916,/,/,PUNCT,_,_,918,punct,_,@iev1963m-words#@iev1963m#424.113#424.384
917,идеи,идея,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,920,nsubj,_,@iev1963m-words#@iev1963m#424.384#424.655
918,не,не,PART,_,_,920,advmod,_,@iev1963m-words#@iev1963m#424.655#424.926
919,было,быть,AUX,_,Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,911,advcl,_,@iev1963m-words#@iev1963m#424.926#425.2
920,да,да,PART,_,_,925,advmod,_,@iev1963m-words#@iev1963m#431.21#431.65
921,э,э,INTJ,_,_,925,advmod,_,@iev1963m-words#@iev1963m#431.65#432.09
922,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,925,nsubj,_,@iev1963m-words#@iev1963m#432.09#432.53
923,совершенно,совершенно,ADV,_,Degree=Pos,925,advmod,_,@iev1963m-words#@iev1963m#433.68#434.105
924,верно,верно,ADV,_,Degree=Pos,930,advmod,_,@iev1963m-words#@iev1963m#434.105#434.53
925,ну,ну,PART,_,_,927,discourse,_,@iev1963m-words#@iev1963m#454.292#454.4
926,да,да,PART,_,_,930,parataxis,_,@iev1963m-words#@iev1963m#464.15#464.307
927,/,/,PUNCT,_,_,927,punct,_,@iev1963m-words#@iev1963m#464.307#464.464
928,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,930,nsubj,_,@iev1963m-words#@iev1963m#464.464#464.621
929,играл,играть,VERB,_,Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,920,conj,_,@iev1963m-words#@iev1963m#464.621#464.778
930,с,с,ADP,_,_,932,case,_,@iev1963m-words#@iev1963m#464.778#464.935
931,ним,он,PRON,_,Case=Ins|Gender=Masc|Number=Sing|Person=3,930,obl,_,@iev1963m-words#@iev1963m#464.935#465.092
932,в,в,ADP,_,_,935,case,_,@iev1963m-words#@iev1963m#465.092#465.249
933,разных,разный,ADJ,_,Case=Loc|Degree=Pos|Number=Plur,935,amod,_,@iev1963m-words#@iev1963m#465.249#465.406
934,спектаклях,спектакль,NOUN,_,Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur,930,obl,_,@iev1963m-words#@iev1963m#465.406#465.57
935,но,но,CCONJ,_,_,941,cc,_,@iev1963m-words#@iev1963m#487.28#487.626
936,/,/,PUNCT,_,_,941,punct,_,@iev1963m-words#@iev1963m#487.626#487.972
937,вообще,вообще,ADV,_,Degree=Pos,941,parataxis,_,@iev1963m-words#@iev1963m#487.972#488.318
938,/,/,PUNCT,_,_,938,punct,_,@iev1963m-words#@iev1963m#488.318#488.664
939,это,это,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,941,nsubj,_,@iev1963m-words#@iev1963m#488.664#489.01
940,интересно,интересный,ADJ,_,Degree=Pos|Gender=Neut|Number=Sing|Variant=Short,930,conj,_,@iev1963m-words#@iev1963m#489.01#489.356
941,/,/,PUNCT,_,_,943,punct,_,@iev1963m-words#@iev1963m#489.356#489.702
942,Ринат,Рината,PROPN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing,941,obl,_,@iev1963m-words#@iev1963m#489.702#490.048
943,/,/,PUNCT,_,_,947,punct,_,@iev1963m-words#@iev1963m#490.048#490.394
944,что,что,SCONJ,_,_,947,obj,_,@iev1963m-words#@iev1963m#490.394#490.74
945,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,947,nsubj,_,@iev1963m-words#@iev1963m#490.74#491.086
946,обучаешься,обучаться,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid,943,acl,_,@iev1963m-words#@iev1963m#491.086#491.432
947,в,в,ADP,_,_,949,case,_,@iev1963m-words#@iev1963m#491.432#491.778
948,ка...,ка…,X,_,_,947,obl,_,@iev1963m-words#@iev1963m#491.778#492.124
949,в,в,ADP,_,_,951,case,_,@iev1963m-words#@iev1963m#492.124#492.47
950,к...,к…,X,_,_,947,obl,_,@iev1963m-words#@iev1963m#492.47#492.816
951,в,в,ADP,_,_,954,case,_,@iev1963m-words#@iev1963m#492.816#493.162
952,каком-то,какой-то,DET,_,Case=Loc|Gender=Masc|Number=Sing,954,det,_,@iev1963m-words#@iev1963m#493.162#493.508
953,смысле,смысл,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,947,obl,_,@iev1963m-words#@iev1963m#493.508#493.854
954,этой,этот,DET,_,Case=Gen|Gender=Fem|Number=Sing,956,det,_,@iev1963m-words#@iev1963m#493.854#494.2
955,профессии,профессия,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,954,nmod,_,@iev1963m-words#@iev1963m#494.2#494.55
956,уже,уже,ADV,_,Degree=Pos,958,advmod,_,@iev1963m-words#@iev1963m#495.14#495.678
957,находясь,находиться,VERB,_,Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Mid,947,advcl,_,@iev1963m-words#@iev1963m#495.678#496.216
958,непосредственно,непосредственно,ADV,_,Degree=Pos,961,obl,_,@iev1963m-words#@iev1963m#496.216#496.754
959,в,в,ADP,_,_,961,case,_,@iev1963m-words#@iev1963m#496.754#497.292
960,процессе,процесс,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,958,obl,_,@iev1963m-words#@iev1963m#497.292#497.83
961,вот,вот,PART,_,_,963,advmod,_,@iev1963m-words#@iev1963m#520.14#520.436
962,именно,именно,PART,_,_,964,advmod,_,@iev1963m-words#@iev1963m#520.436#520.732
963,так,так,ADV,_,Degree=Pos,966,advmod,_,@iev1963m-words#@iev1963m#520.732#521.03
964,вот,вот,PART,_,_,964,advmod,_,@iev1963m-words#@iev1963m#522.4#522.747
965,тогда,тогда,ADV,_,Degree=Pos,958,advmod,_,@iev1963m-words#@iev1963m#522.747#523.094
966,/,/,PUNCT,_,_,971,punct,_,@iev1963m-words#@iev1963m#523.094#523.441
967,когда,когда,SCONJ,_,_,971,mark,_,@iev1963m-words#@iev1963m#523.441#523.788
968,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,971,nsubj,_,@iev1963m-words#@iev1963m#523.788#524.135
969,была,быть,AUX,_,Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,971,cop,_,@iev1963m-words#@iev1963m#524.135#524.482
970,д...,д…,X,_,_,966,advcl,_,@iev1963m-words#@iev1963m#524.482#524.829
971,девочкой,девочка,NOUN,_,Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing,971,nmod,_,@iev1963m-words#@iev1963m#524.829#525.176
972,/,/,PUNCT,_,_,975,punct,_,@iev1963m-words#@iev1963m#525.176#525.523
973,которая,который,PRON,_,Case=Nom,975,nsubj,_,@iev1963m-words#@iev1963m#525.523#525.87
974,поступила,поступить,VERB,_,Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,972,acl:relcl,_,@iev1963m-words#@iev1963m#525.87#526.217
975,во,в,ADP,_,_,977,case,_,@iev1963m-words#@iev1963m#526.217#526.564
976,ВГИК,ВГИК,PROPN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,975,obl,_,@iev1963m-words#@iev1963m#526.564#526.911
977,/,/,PUNCT,_,_,986,punct,_,@iev1963m-words#@iev1963m#526.911#527.258
978,на,на,ADP,_,_,981,case,_,@iev1963m-words#@iev1963m#527.258#527.605
979,сценарный,сценарный,ADJ,_,Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing,981,amod,_,@iev1963m-words#@iev1963m#527.605#527.952
980,факультет,факультет,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,986,nmod,_,@iev1963m-words#@iev1963m#527.952#528.3
981,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,986,nsubj,_,@iev1963m-words#@iev1963m#528.52#528.814
982,была,быть,AUX,_,Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,986,cop,_,@iev1963m-words#@iev1963m#528.814#529.108
983,очень,очень,ADV,_,Degree=Pos,985,obl,_,@iev1963m-words#@iev1963m#529.108#529.402
984,зажатая,зажатый,ADJ,_,Case=Nom|Degree=Pos|Gender=Fem|Number=Sing,986,amod,_,@iev1963m-words#@iev1963m#529.402#529.696
985,девочка,девочка,NOUN,_,Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing,975,obl,_,@iev1963m-words#@iev1963m#529.696#529.99
986,а,а,CCONJ,_,_,988,cc,_,@iev1963m-words#@iev1963m#533.875#534.073
987,что,что,DET,_,_,986,conj,_,@iev1963m-words#@iev1963m#534.073#534.271
988,щас,сейчас,ADV,_,Degree=Pos,988,conj,_,@iev1963m-words#@iev1963m#534.271#534.469
989,?,?,PUNCT,_,_,989,punct,_,@iev1963m-words#@iev1963m#534.469#534.67
990,да,да,PART,_,_,989,parataxis,_,@iev1963m-words#@iev1963m#541.034#541.255
991,?,?,PUNCT,_,_,991,punct,_,@iev1963m-words#@iev1963m#541.255#541.477
992,да,да,CCONJ,_,_,995,cc,_,@iev1963m-words#@iev1963m#542.284#542.573
993,и,и,PART,_,_,993,advmod,_,@iev1963m-words#@iev1963m#542.573#542.862
994,трубы,труба,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur,991,conj,_,@iev1963m-words#@iev1963m#542.862#543.151
995,прошла,пройти,VERB,_,Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,737,conj,_,@iev1963m-words#@iev1963m#543.151#543.44
996,эти,этот,DET,_,Case=Acc|Number=Plur,1001,det,_,@iev1963m-words#@iev1963m#543.44#543.729
997,вот,вот,PART,_,_,997,advmod,_,@iev1963m-words#@iev1963m#543.729#544.018
998,/,/,PUNCT,_,_,998,punct,_,@iev1963m-words#@iev1963m#544.018#544.307
999,самые,самый,ADJ,_,Case=Nom|Degree=Pos|Number=Plur,1001,amod,_,@iev1963m-words#@iev1963m#544.307#544.596
1000,медные,медный,ADJ,_,Case=Nom|Degree=Pos|Number=Plur,1002,amod,_,@iev1963m-words#@iev1963m#544.596#544.886
1001,согласен,согласен,ADJ,_,Degree=Pos|Gender=Masc|Number=Sing|Variant=Short,995,parataxis,_,@iev1963m-words#@iev1963m#549.329#550.227
1002,ну,ну,PART,_,_,1004,parataxis,_,@iev1963m-words#@iev1963m#554.147#554.45
1003,так,так,ADV,_,Degree=Pos,1002,advmod,_,@iev1963m-words#@iev1963m#554.45#554.753
1004,вот,вот,PART,_,_,1004,advmod,_,@iev1963m-words#@iev1963m#554.753#555.056
1005,/,/,PUNCT,_,_,1010,punct,_,@iev1963m-words#@iev1963m#555.056#555.359
1006,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,1010,nsubj,_,@iev1963m-words#@iev1963m#555.359#555.662
1007,была,быть,AUX,_,Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,1010,cop,_,@iev1963m-words#@iev1963m#555.662#555.965
1008,скромной,скромный,ADJ,_,Case=Ins|Degree=Pos|Gender=Fem|Number=Sing,1010,amod,_,@iev1963m-words#@iev1963m#555.965#556.268
1009,девочкой,девочка,NOUN,_,Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing,1002,conj,_,@iev1963m-words#@iev1963m#556.268#556.571
1010,ээ,ээ,INTJ,_,_,1010,advmod,_,@iev1963m-words#@iev1963m#556.571#556.874
1011,застенчивой,застенчивая,ADJ,_,Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing,1011,obl,_,@iev1963m-words#@iev1963m#556.874#557.177
1012,/,/,PUNCT,_,_,1016,punct,_,@iev1963m-words#@iev1963m#557.177#557.48
1013,как,как,SCONJ,_,_,1016,mark,_,@iev1963m-words#@iev1963m#557.48#557.783
1014,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,1016,nsubj,_,@iev1963m-words#@iev1963m#557.783#558.086
1015,говоришь,говорить,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,1011,advcl,_,@iev1963m-words#@iev1963m#558.086#558.389
1016,/,/,PUNCT,_,_,1039,punct,_,@iev1963m-words#@iev1963m#558.389#558.692
1017,хорошей,хороший,ADJ,_,Case=Gen|Degree=Pos|Gender=Fem|Number=Sing,1039,obl,_,@iev1963m-words#@iev1963m#558.692#559.0
1018,да,да,PART,_,_,1039,advmod,_,@iev1963m-words#@iev1963m#561.943#562.272
1019,#смеется#,#смеется#,X,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,1039,obl,_,@iev1963m-words#@iev1963m#587.613#587.946
1020,почему,почему,ADV,_,Degree=Pos,1039,advmod,_,@iev1963m-words#@iev1963m#587.946#588.279
1021,?,?,PUNCT,_,_,1021,punct,_,@iev1963m-words#@iev1963m#588.279#588.613
1022,ну,ну,PART,_,_,1025,parataxis,_,@iev1963m-words#@iev1963m#644.715#645.048
1023,/,/,PUNCT,_,_,1023,punct,_,@iev1963m-words#@iev1963m#645.048#645.381
1024,конечно,конечно,ADV,_,Degree=Pos,1039,parataxis,_,@iev1963m-words#@iev1963m#645.381#645.714
1025,/,/,PUNCT,_,_,1025,punct,_,@iev1963m-words#@iev1963m#645.714#646.047
1026,мама,мама,NOUN,_,Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing,1039,nsubj,_,@iev1963m-words#@iev1963m#646.047#646.38
1027,стоматолог,стоматолог,NOUN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing,1027,appos,_,@iev1963m-words#@iev1963m#646.38#646.715
1028,подожди,подожди,VERB,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,1028,nmod,_,@iev1963m-words#@iev1963m#656.251#656.686
1029,а,а,CCONJ,_,_,1032,cc,_,@iev1963m-words#@iev1963m#656.686#657.121
1030,чем,что,PRON,_,Case=Ins,1032,obl,_,@iev1963m-words#@iev1963m#657.121#657.556
1031,отличается,отличаться,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,1039,advcl,_,@iev1963m-words#@iev1963m#657.556#657.991
1032,челюстная,челюстный,ADJ,_,Case=Nom|Degree=Pos|Gender=Fem|Number=Sing,1034,amod,_,@iev1963m-words#@iev1963m#657.991#658.426
1033,хирургия,хирургия,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,1039,obl,_,@iev1963m-words#@iev1963m#658.426#658.861
1034,от,от,ADP,_,_,1036,case,_,@iev1963m-words#@iev1963m#658.861#659.296
1035,ст...,ст…,X,_,_,1034,nmod,_,@iev1963m-words#@iev1963m#659.296#659.731
1036,ст…,ст…,X,_,_,1039,nsubj,_,@iev1963m-words#@iev1963m#659.731#660.169
1037,#смеётся#,_,X,_,_,1037,nmod,_,@iev1963m-words#@iev1963m#662.003#662.784
1038,вышвыривала,вышвыривать,VERB,_,Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,1016,conj,_,@vev1963m-words#@vev1963m#331.924#332.46
1039,ну,ну,PART,_,_,1041,discourse,_,@vev1963m-words#@vev1963m#337.15#337.32
1040,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,1039,obl,_,@vev1963m-words#@vev1963m#337.32#337.49
1041,ж,же,PART,_,_,1041,advmod,_,@vev1963m-words#@vev1963m#337.49#337.66
1042,не,не,PART,_,_,1045,advmod,_,@vev1963m-words#@vev1963m#337.66#337.83
1043,в,в,ADP,_,_,1045,case,_,@vev1963m-words#@vev1963m#337.83#338.0
1044,штате,штат,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,1041,nmod,_,@vev1963m-words#@vev1963m#338.0#338.17
1045,театра,театр,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,1045,nmod,_,@vev1963m-words#@vev1963m#338.17#338.34
1046,/,/,PUNCT,_,_,1052,punct,_,@vev1963m-words#@vev1963m#338.34#338.51
1047,поэтому,поэтому,ADV,_,Degree=Pos,1052,advmod,_,@vev1963m-words#@vev1963m#338.51#338.68
1048,у,у,ADP,_,_,1050,case,_,@vev1963m-words#@vev1963m#338.68#338.85
1049,тебя,ты,PRON,_,Case=Gen|Number=Sing|Person=2,1052,obl,_,@vev1963m-words#@vev1963m#338.85#339.02
1050,и,и,CCONJ,_,_,1052,advmod,_,@vev1963m-words#@vev1963m#339.02#339.19
1051,нет,нет,PART,_,_,1039,conj,_,@vev1963m-words#@vev1963m#339.19#339.36
1052,своей,свой,DET,_,Case=Gen|Gender=Fem|Number=Sing,1054,det,_,@vev1963m-words#@vev1963m#339.36#339.53
1053,гримерки,гримерка,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,1052,nsubj,_,@vev1963m-words#@vev1963m#339.53#339.7
1054,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,1056,nsubj,_,@vev1963m-words#@vev1963m#340.824#340.922
1055,думаю,думать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,1052,parataxis,_,@vev1963m-words#@vev1963m#340.922#341.02
1056,/,/,PUNCT,_,_,1056,punct,_,@vev1963m-words#@vev1963m#341.02#341.118
1057,так,так,ADV,_,Degree=Pos,1039,advmod,_,@vev1963m-words#@vev1963m#341.118#341.216
1058,а,а,CCONJ,_,_,1061,cc,_,@vev1963m-words#@vev1963m#347.31#347.588
1059,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,1061,nsubj,_,@vev1963m-words#@vev1963m#347.588#347.866
1060,помню,помнить,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,1058,conj,_,@vev1963m-words#@vev1963m#347.866#348.144
1061,в,в,ADP,_,_,1063,case,_,@vev1963m-words#@vev1963m#348.144#348.422
1062,Риге,Рига,PROPN,_,Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing,1061,obl,_,@vev1963m-words#@vev1963m#348.422#348.7
1063,/,/,PUNCT,_,_,1069,punct,_,@vev1963m-words#@vev1963m#348.7#348.978
1064,когда,когда,SCONJ,_,_,1069,mark,_,@vev1963m-words#@vev1963m#348.978#349.256
1065,у,у,ADP,_,_,1067,case,_,@vev1963m-words#@vev1963m#349.256#349.534
1066,вас,вы,PRON,_,Case=Gen|Number=Plur|Person=2,1069,nmod,_,@vev1963m-words#@vev1963m#349.534#349.812
1067,были,быть,AUX,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,1069,cop,_,@vev1963m-words#@vev1963m#349.812#350.09
1068,гастроли,гастроли,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur,1063,nmod,_,@vev1963m-words#@vev1963m#350.09#350.368
1069,Свидетель обвинения,Свидетель обвинение,PROPN,_,_,1071,amod,_,@vev1963m-words#@vev1963m#350.368#350.646
1070,/,/,PUNCT,_,_,1076,punct,_,@vev1963m-words#@vev1963m#350.924#351.202
1071,на,на,ADP,_,_,1074,case,_,@vev1963m-words#@vev1963m#351.202#351.48
1072,гримерке,гримерка,NOUN,_,Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing,1076,obl,_,@vev1963m-words#@vev1963m#351.48#351.758
1073,было,быть,AUX,_,Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,1076,aux:pass,_,@vev1963m-words#@vev1963m#351.758#352.036
1074,написано,написать,VERB,_,Aspect=Perf|Gender=Neut|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass,1069,parataxis,_,@vev1963m-words#@vev1963m#352.036#352.314
1075,Р,Р ,X,_,_,1076,nsubj:pass,_,@vev1963m-words#@vev1963m#352.314#352.592
1076,М,М ,X,_,_,1077,nmod,_,@vev1963m-words#@vev1963m#352.592#352.87
1077,Литвинова,Литвинова,PROPN,_,Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing,1077,nmod,_,@vev1963m-words#@vev1963m#352.87#353.148
1078,и,и,CCONJ,_,_,1090,cc,_,@vev1963m-words#@vev1963m#353.148#353.426
1079,И,и,CCONJ,_,_,1090,cc,_,@vev1963m-words#@vev1963m#353.426#353.704
1080,#смеется#,_,X,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,1090,nsubj,_,@vev1963m-words#@vev1963m#353.704#353.982
1081,Верник,Верник,PROPN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,1082,appos,_,@vev1963m-words#@vev1963m#353.982#354.26
